QID ,URLNO ,PNO ,REL,EXPL,,,,
266,221,2653,1,tells which organs are affected first by typhus,,,,
266,702,2654,1,tells which organs are affected first by typhus,,,,
266,295,2655,1,tells which organs are affected first by typhus,,,,
266,703,2656,0,does not tell which organs are affected first by typhus,,,,
266,703,2657,0,does not tell which organs are affected first by typhus,,,,
266,703,2658,0,does not tell which organs are affected first by typhus,,,,
266,703,2659,0,does not tell which organs are affected first by typhus,,,,
266,703,2660,0,does not tell which organs are affected first by typhus,,,,
267,256,2661,1,tells which organs are affected first by cholera,,,,
267,704,2662,1,tells which organs are affected first by cholera,,,,
267,706,2663,1,tells which organs are affected first by cholera,,,,
267,708,2664,1,tells which organs are affected first by cholera,,,,
267,709,2665,1,tells which organs are affected first by cholera,,,,
267,705,2666,0,does not tell which organs are affected first by cholera,,,,
267,705,2667,0,does not tell which organs are affected first by cholera,,,,
267,705,2668,0,does not tell which organs are affected first by cholera,,,,
267,707,2669,0,does not tell which organs are affected first by cholera,,,,
267,707,2670,0,does not tell which organs are affected first by cholera,,,,
268,211,2671,1,tells which organs are affected first by ebola,,,,
268,211,2672,1,tells which organs are affected first by ebola,,,,
268,213,2673,1,tells which organs are affected first by ebola,,,,
268,711,2674,1,tells which organs are affected first by ebola,,,,
268,712,2675,1,tells which organs are affected first by ebola,,,,
268,712,2676,0,does not tell which organs are affected first by ebola,,,,
268,715,2677,0,does not tell which organs are affected first by ebola,,,,
268,715,2678,0,does not tell which organs are affected first by ebola,,,,
268,716,2679,0,does not tell which organs are affected first by ebola,,,,
268,716,2680,0,does not tell which organs are affected first by ebola,,,,
269,697,2681,1,tells which organs are affected first by malaria,,,,
269,27,2682,1,tells which organs are affected first by malaria,,,,
269,231,2683,1,tells which organs are affected first by malaria,,,,
269,235,2684,1,tells which organs are affected first by malaria,,,,
269,721,2685,1,tells which organs are affected first by malaria,,,,
269,722,2686,0,does not tell which organs are affected first by malaria,,,,
269,722,2687,0,does not tell which organs are affected first by malaria,,,,
269,723,2688,0,does not tell which organs are affected first by malaria,,,,
269,723,2689,0,does not tell which organs are affected first by malaria,,,,
269,723,2690,0,does not tell which organs are affected first by malaria,,,,
270,233,2691,1,tells which organs are affected first by typhus disease,,,,
270,724,2692,1,tells which organs are affected first by typhus disease,,,,
270,725,2693,1,tells which organs are affected first by typhus disease,,,,
270,728,2694,1,tells which organs are affected first by typhus disease,,,,
270,727,2695,1,tells which organs are affected first by typhus disease,,,,
270,724,2696,0,does not tell which organs are affected first by typhus disease,,,,
270,724,2697,0,does not tell which organs are affected first by typhus disease,,,,
270,724,2698,0,does not tell which organs are affected first by typhus disease,,,,
270,726,2699,0,does not tell which organs are affected first by typhus disease,,,,
270,726,2700,0,does not tell which organs are affected first by typhus disease,,,,
271,729,2701,1,tells which organs are affected first by v. cholerae,,,,
271,730,2702,1,tells which organs are affected first by v. cholerae,,,,
271,731,2703,1,tells which organs are affected first by v. cholerae,,,,
271,732,2704,1,tells which organs are affected first by v. cholerae,,,,
271,733,2705,1,tells which organs are affected first by v. cholerae,,,,
271,730,2706,0,does not tell which organs are affected first by v. cholerae,,,,
271,730,2707,0,does not tell which organs are affected first by v. cholerae,,,,
271,734,2708,0,does not tell which organs are affected first by v. cholerae,,,,
271,734,2709,0,does not tell which organs are affected first by v. cholerae,,,,
271,734,2710,0,does not tell which organs are affected first by v. cholerae,,,,
272,215,2711,1,tells which organs are affected first by ebola virus,,,,
272,217,2712,1,tells which organs are affected first by ebola virus,,,,
272,550,2713,1,tells which organs are affected first by ebola virus,,,,
272,735,2714,1,tells which organs are affected first by ebola virus,,,,
272,735,2715,1,tells which organs are affected first by ebola virus,,,,
272,217,2716,0,does not tell which organs are affected first by ebola virus,,,,
272,736,2717,0,does not tell which organs are affected first by ebola virus,,,,
272,736,2718,0,does not tell which organs are affected first by ebola virus,,,,
272,737,2719,0,does not tell which organs are affected first by ebola virus,,,,
272,737,2720,0,does not tell which organs are affected first by ebola virus,,,,
141,335,1410,1,Gives the quarantine time for ebola and explains how it was set. ,,,,
141,340,1411,1,Gives the quarantine time for ebola and discusses its validity. ,,,,
141,342,1412,1,Gives the quarantine time for ebola and explains how it was set. ,,,,
141,344,1413,1,Argument on current quarantine period standards ,,,,
141,346,1414,0,Ebola and the advantages of quarantine procedure ,,,,
141,347,1415,0,Quarantine policy and first Ebola case in USA. Give Ebola virus incubation period and not the standard quarantine period  although they are the same ,,,,
141,348,1416,0,The need of quarantine during Ebola epidemic ,,,,
141,349,1417,0,State policies on Ebola quarantine ,,,,
141,350,1418,0,Dr. Snyderman's story on mandatory ebola quarantine violation,,,,
141,6,1459,1,Gives the quarantine time for ebola and explains how it was set. ,,,,
142,150,1404,1,Describes malaria's incubation period  ,,,,
142,195,1406,1,Malaria symptoms detection time interval after exposure ,,,,
142,275,1409,0,malaria diagnosis ,,,,
142,351,1419,1,Describes how long does malaria symptoms take to surface after infection ,,,,
142,356,1420,1,Time period between infection and development of disease malaria ,,,,
142,357,1421,1,incubation period of malaria ,,,,
142,358,1422,0,incubation period of malaria and temperature of host relevance ,,,,
142,359,1423,0,malaria epidermilogy ,,,,
142,360,1424,0,malaria effects and symptoms ,,,,
142,361,1425,0,malaria prevention ,,,,
143,13,1401,0,cholera and symptoms and statistics ,,,,
143,17,1405,1,cholera incubation period ,,,,
143,363,1426,0,rantine needs and usefulness ,,,,
143,365,1427,0,cholera incubation period- common incorrect data ,,,,
143,365,1428,1,cholera incubation period ,,,,
143,365,1429,1,detailed incubation discussion ,,,,
143,369,1430,0,cholera in 1830s in Britain ,,,,
143,370,1431,1,result of an experiment- cholera incubation period ,,,,
143,50,1458,1,cholera incubation period ,,,,
143,96,1460,0,cholera epidermilogy ,,,,
144,373,1432,1,Typhoid incubation period ,,,,
144,374,1433,1,Typhoid incubation period ,,,,
144,375,1434,1,Typhoid incubation period ,,,,
144,376,1435,1,Typhoid incubation period ,,,,
144,377,1436,1,Typhoid incubation period ,,,,
144,377,1437,0,precautions and vaccines ,,,,
144,377,1438,0,diagnosis ,,,,
144,378,1439,0,typhoid effects after 2 weeks ,,,,
144,378,1440,0,typhoid strain and Typhoid Mary ,,,,
144,379,1441,0,typhoid symptoms ,,,,
145,380,1442,1,ebola infection time and symptoms ,,,,
145,381,1443,1,ebola news on incubation time ,,,,
145,382,1444,1,ebola news showing incubation period ,,,,
145,383,1445,1,ebola incubation period ,,,,
145,383,1446,0,ebola instructions ,,,,
145,384,1447,0,incubation period definition ,,,,
145,385,1448,0,WHO situation report ,,,,
145,386,1449,0,ebola and future measures ,,,,
145,387,1450,0,Common cold incubation period ,,,,
145,5,1457,1,ebola incubation period along with symptoms ,,,,
146,135,1402,0,malaria prevention while traveling abroad ,,,,
146,143,1403,1,describes malaria's spread ,,,,
146,231,1407,0,maiaria types and its dangers ,,,,
146,232,1408,1,how malaria spreads and time required for infection ,,,,
146,450,1451,1,incubation period of various malaria agents ,,,,
146,452,1452,1,how malaria spreads and time required for infection ,,,,
146,456,1453,1,time after which patient develops symptoms ,,,,
146,459,1454,0,malaria in the world ,,,,
146,460,1455,0,tips on preventing malaria ,,,,
146,462,1456,0,malaria fighting global strategy ,,,,
147,18,1466,1,Gives nuber of days ,,,,
147,18,1467,0,gives time for rash ,,,,
147,21,1468,1,Gives average weeks and explains how much time each symptom remain ,,,,
147,21,1469,0,gives time when epidemic occurred but doesnot serve information need ,,,,
147,261,1470,1,Time for fever for tyhpus to be careful about ,,,,
147,336,1471,1,Typical infection last period ,,,,
147,454,1472,1,Gives incubation period and the average time ,,,,
147,454,1473,0,gives the number of deaths in an epidemic ,,,,
147,455,1474,0,gives the amount ot time to take the serum to stop the disease ,,,,
147,71,1500,0,just gives symptoms ,,,,
148,465,1475,1,provides the required quarantine information for Ebola  Malaria  Typhus or Cholera ,,,,
148,466,1476,1,provides the required quarantine information for Ebola  Malaria  Typhus or Cholera ,,,,
148,467,1477,1,provides the required quarantine information for Ebola  Malaria  Typhus or Cholera ,,,,
148,468,1478,1,provides the required quarantine information for Ebola  Malaria  Typhus or Cholera ,,,,
148,469,1479,1,provides the required quarantine information for Ebola  Malaria  Typhus or Cholera ,,,,
148,470,1480,0,No required information is found ,,,,
148,470,1481,0,No required information is found ,,,,
148,470,1482,0,No required information is found ,,,,
148,470,1483,0,No required information is found ,,,,
148,470,1484,0,No required information is found ,,,,
149,471,1485,1,provides the required quarantine information for Ebola  Malaria  Typhus or Cholera ,,,,
149,472,1486,1,provides the required quarantine information for Ebola  Malaria  Typhus or Cholera ,,,,
149,473,1487,1,provides the required quarantine information for Ebola  Malaria  Typhus or Cholera ,,,,
149,474,1488,1,provides the required quarantine information for Ebola  Malaria  Typhus or Cholera ,,,,
149,475,1489,1,provides the required quarantine information for Ebola  Malaria  Typhus or Cholera,,,,
149,13,1461,0,No required information is found ,,,,
149,13,1462,0,No required information is found ,,,,
149,13,1463,0,No required information is found ,,,,
149,13,1464,0,No required information is found ,,,,
149,13,1465,0,No required information is found ,,,,
150,476,1490,1,quarantine time plolicy stating quarantine time ,,,,
150,476,1491,0,subject policy ,,,,
150,477,1492,1,texas policy stating time ,,,,
150,477,1493,0,history of ebola in USA ,,,,
150,477,1494,0,isolation period in 14th century ,,,,
150,478,1495,1,ebola guidelines stating isolation time ,,,,
150,478,1496,1,minnesota's quarantine policy stating time ,,,,
150,478,1497,0,history  policy and guidelines ,,,,
150,479,1498,1,cuomo's home based quarantine time ,,,,
150,479,1499,0,some completely irrelevant bullshit ,,,,
151,685,1501,1,Explains about quarantine period,,,,
151,685,1502,1,Explains about quarantine period,,,,
151,685,1503,1,Explains about quarantine period,,,,
151,686,1504,1,Explains about quarantine period,,,,
151,687,1505,1,Explains about quarantine period,,,,
151,688,1506,0,Does not Explains about quarantine period,,,,
151,689,1507,0,Does not Explains about quarantine period,,,,
151,689,1508,0,Does not Explains about quarantine period,,,,
151,689,1509,0,Does not Explains about quarantine period,,,,
151,689,1510,0,Does not Explains about quarantine period,,,,
152,690,1511,1,Explains when to quarantine people,,,,
152,691,1512,1,Describes when to quarantine person,,,,
152,692,1513,1,Describes when to quarantine person,,,,
152,692,1514,1,Describes when to quarantine person,,,,
152,693,1515,1,Describes when to quarantine person,,,,
152,694,1516,0,Does not Explain when to quarantine people,,,,
152,694,1517,0,Does not Explain when to quarantine people,,,,
152,694,1518,0,Does not Explain when to quarantine people,,,,
152,694,1519,0,Does not Explain when to quarantine people,,,,
152,694,1520,0,Does not Explain when to quarantine people,,,,
153,695,1521,1,Explains why quarantine is not  required,,,,
153,695,1522,1,Explains why quarantine is not  required,,,,
153,697,1523,1,Explains why quarantine is not  required,,,,
153,696,1524,1,Explains why quarantine is not  required,,,,
153,697,1525,1,Explains why quarantine is not  required,,,,
153,697,1526,0,Does not mention anything about quarantine,,,,
153,697,1527,0,Does not mention anything about quarantine,,,,
153,697,1528,0,Does not mention anything about quarantine,,,,
153,697,1529,0,Does not mention anything about quarantine,,,,
153,696,1530,0,Does not mention anything about quarantine,,,,
154,710,1531,1,Describes why quarantine not required,,,,
154,710,1532,1,Describes why quarantine not required,,,,
154,713,1533,1,Describes why quarantine not required,,,,
154,713,1534,1,Describes why quarantine not required,,,,
154,717,1535,1,Describes why quarantine not required,,,,
154,717,1536,0,Explains only symptoms,,,,
154,718,1537,0,Does not mention about quarantine,,,,
154,718,1538,0,Does not mention about quarantine,,,,
154,718,1539,0,Does not mention about quarantine,,,,
154,718,1540,0,Does not mention about quarantine,,,,
155,719,1541,1,Mentions about quarantine period,,,,
155,719,1542,1,Mentions about quarantine period,,,,
155,719,1543,1,Mentions about quarantine period,,,,
155,719,1544,1,Mentions about quarantine period,,,,
155,719,1545,1,Mentions about quarantine period,,,,
155,720,1546,0, Does not address about quarantine period,,,,
155,720,1547,0, Does not address about quarantine period,,,,
155,720,1548,0, Does not address about quarantine period,,,,
155,720,1549,0, Does not address about quarantine period,,,,
155,720,1550,0, Does not address about quarantine period,,,,
156,738,1551,1,Addresses Quarantine period,,,,
156,738,1552,1,Addresses Quarantine period,,,,
156,738,1553,1,Addresses Quarantine period,,,,
156,738,1554,1,Addresses Quarantine period,,,,
156,738,1555,1,Addresses Quarantine period,,,,
156,738,1556,0, does not Addresses Quarantine period,,,,
156,739,1557,0, does not Addresses Quarantine period,,,,
156,739,1558,0, does not Addresses Quarantine period,,,,
156,739,1559,0, does not Addresses Quarantine period,,,,
156,739,1560,0, does not Addresses Quarantine period,,,,
157,740,1561,1,Mentions about quarantine period,,,,
157,740,1562,1,Mentions about quarantine period,,,,
157,741,1563,1,Mentions about quarantine period,,,,
157,741,1564,1,Mentions about quarantine period,,,,
157,741,1565,1,Mentions about quarantine period,,,,
157,742,1566,0,does not address about quarantine period,,,,
157,742,1567,0,does not address about quarantine period,,,,
157,743,1568,0,does not address about quarantine period,,,,
157,743,1569,0,does not address about quarantine period,,,,
157,743,1570,0,does not address about quarantine period,,,,
158,744,1571,1,Describes about quarantine for Ebola,,,,
158,745,1572,1,Describes about quarantine for Ebola,,,,
158,745,1573,1,Describes about quarantine for Ebola,,,,
158,745,1574,1,Describes about quarantine for Ebola,,,,
158,745,1575,1,Describes about quarantine for Ebola,,,,
158,746,1576,0,Does not mention about  quarantine for Ebola,,,,
158,747,1576,0,Does not mention about  quarantine for Ebola,,,,
158,747,1578,0,Does not mention about  quarantine for Ebola,,,,
158,748,1579,0,Does not mention about  quarantine for Ebola,,,,
158,748,1580,0,Does not mention about  quarantine for Ebola,,,,
159,6,1581,1,tells the quarantine period for ebola,,,,
159,6,1582,1,tells the quarantine period for ebola,,,,
159,6,1583,1,tells the quarantine period for ebola,,,,
159,749,1584,1,tells the quarantine period for ebola,,,,
159,750,1585,1,tells the quarantine period for ebola,,,,
159,751,1586,0,does not tell about the quarantine period for ebola,,,,
159,751,1587,0,does not tell about the quarantine period for ebola,,,,
159,751,1588,0,does not tell about the quarantine period for ebola,,,,
159,752,1589,0,does not tell about the quarantine period for ebola,,,,
159,752,1590,0,does not tell about the quarantine period for ebola,,,,
160,340,1591,1,tells the quarantine period for ebola,,,,
160,340,1592,1,tells the quarantine period for ebola,,,,
160,755,1593,1,tells the quarantine period for ebola,,,,
160,756,1594,1,tells the quarantine period for ebola,,,,
160,741,1595,1,tells the quarantine period for ebola,,,,
160,753,1596,0,does not tell the quarantine period for ebola,,,,
160,754,1597,0,does not tell the quarantine period for ebola,,,,
160,757,1598,0,does not tell the quarantine period for ebola,,,,
160,757,1599,0,does not tell the quarantine period for ebola,,,,
160,757,1600,0,does not tell the quarantine period for ebola,,,,
101,73,1164,1,Explains preventive care of Ebola ,,,,
101,76,1165,1,Explains various preventive measures ,,,,
101,76,1166,1,talks about ebola preventive measures ,,,,
101,4,1153,1,Describes Ebola Prevention care ,,,,
101,4,1154,1,Explains Preventive care for Health workers ,,,,
101,78,1167,0,describes only current ebola crisis ,,,,
101,78,1168,0, talks only about quarantine methods ,,,,
101,78,1169,0, Describes quarantine in US ,,,,
101,78,1170,0, does nor explain exact preventive care,,,,
101,4,1155,0,Explains only Reducing the risk of possible sexual transmission ,,,,
102,82,1171,1,Explains how to prevent mosquito bites ,,,,
102,82,1172,1,Explains about preventive malaria medicines ,,,,
102,84,1173,0,does not mention specific preventive measures ,,,,
102,84,1174,0,does not specify exact preventive measures ,,,,
102,85,1175,1,Describes malaria prevention and treatment ,,,,
102,85,1176,1,talks about malaria prevention and treatment ,,,,
102,86,1177,1,talks about malaria prevention measures ,,,,
102,86,1178,0,does not talk about exact preventive measures ,,,,
102,87,1179,0,gives only overview of malaria ,,,,
102,87,1180,0,mentions measures taken by Indian govt to control malaria ,,,,
103,88,1181,1,Talks about Typhus prevention ,,,,
103,88,1182,1,Mentions various ways to prevent typhus ,,,,
103,89,1183,1,talks about Typhus preventions ,,,,
103,89,1184,0,Explains how typhus is spread ,,,,
103,89,1185,0,Explains only symptoms ,,,,
103,89,1186,0,Talks about treatment only ,,,,
103,90,1187,1,Explains the preventive measures ,,,,
103,91,1188,1,Describes typhus prevention ,,,,
103,91,1189,0, Explains how typhus is spread ,,,,
103,91,1190,0,Explains various ways of how typhus is spread ,,,,
104,93,1191,1,Explains preventive measure of Cholera ,,,,
104,93,1192,1,Describes preventive measures ,,,,
104,93,1193,1,Mentions various preventive measures ,,,,
104,96,1194,1,Explains how cholera can be prevented ,,,,
104,96,1195,0,Talks only about symptoms ,,,,
104,96,1196,0,explains only about cholera transmission ,,,,
104,96,1197,0,talks about the history of cholera ,,,,
104,97,1198,1,describes how cholera preventions is done ,,,,
104,97,1199,0, Describes cholera fact sheet ,,,,
104,97,1200,0,Describes treatment only ,,,,
105,108,1003,1,Describes methods to prevent Ebola ,,,,
105,108,1004,1,Mentions steps to prevent Ebola ,,,,
105,108,1005,1,Describes Ebola Prevention ,,,,
105,108,1006,1,explains how to prevent Ebola ,,,,
105,109,1007,0,Talks about only overview of Ebola ,,,,
105,109,1008,0,Talks only about how Ebola is spread ,,,,
105,109,1009,1,Talks about preventive measures of Ebola ,,,,
105,110,1010,0,Gives only facts about ebola ,,,,
105,110,1011,0,Talks only about ebola outbreak and widespread ,,,,
105,110,1012,0,Does not explain preventive measures ,,,,
106,111,1013,1,Talks about malaria prevention ,,,,
106,111,1014,0,Talks about malaria overview ,,,,
106,111,1015,0,Describes only about antimalarial drugs ,,,,
106,112,1016,1,Explains how to prevent malaria ,,,,
106,112,1017,0, Explains preventions only during trip/journey ,,,,
106,112,1018,1,Describes malaria prevention ,,,,
106,113,1019,0,Talks about malaria in Kenya ,,,,
106,113,1020,0,Explains how malaria is spread in Kenya ,,,,
106,114,1021,1,Describes malaria prevention steps ,,,,
106,114,1022,1,Explains how to prevent malaria ,,,,
107,115,1023,1,Explains prevention of typhus ,,,,
107,115,1024,1,Describes typhus prevention ,,,,
107,116,1025,1,Mentions steps to prevent typhus ,,,,
107,117,1026,1,Talks about how to prevent typhus ,,,,
107,117,1027,0,Explains only abut symptoms ,,,,
107,117,1028,0,Describes how typhus is infected ,,,,
107,118,1029,0,Talks about only symptoms ,,,,
107,118,1030,0,Does not explain how to prevent typhus ,,,,
107,118,1031,1,Describes steps to prevent typhus ,,,,
107,118,1032,0,Does not mention anything about preventive steps ,,,,
108,123,1033,1,Describes the preventive measures of cholera ,,,,
108,123,1034,1,describes preventive measures of Cholera ,,,,
108,123,1035,0,Does not describe preventive measure of Cholera ,,,,
108,126,1036,1,Adresses how to prevent cholera ,,,,
108,126,1037,0,Describes spread of cholera in South Sudan ,,,,
108,126,1038,0,Does not address any preventive measures ,,,,
108,68,1161,0,Talks only about treatment ,,,,
108,68,1158,0,No mentions about preventive steps ,,,,
108,68,1159,1,Explains how to prevent cholera ,,,,
108,68,1160,1,Talks about cholera prevention,,,,
109,132,1041,1,Describes how to prevent ebola ,,,,
109,132,1042,1,Explains prevention by not contacting carriers ,,,,
109,132,1043,1,Addresses Different steps to prevent ebola ,,,,
109,133,1044,1,Explains about vaccine development to prevent Ebola ,,,,
109,134,1045,1,Talks about ebola prevention ,,,,
109,134,1046,0,Does not give enough information on how to prevent ebola ,,,,
109,134,1047,0,Given only overview of Ebola ,,,,
109,134,1048,0,Does not give enough information about prevention ,,,,
109,103,1001,0,Does not explain about prevention ,,,,
109,103,1002,0,Does not address prevention steps ,,,,
110,135,1049,1,Mentions steps to prevent malaria ,,,,
110,135,1050,1,Addresses how to prevent malaria ,,,,
110,135,1051,1,Explains how to be on safe side to prevent malaria ,,,,
110,136,1052,1,Describes malaria prevention ,,,,
110,136,1053,1,Explains malaria prevention by avoiding mosquito bites ,,,,
110,136,1054,0,Does not address prevention steps ,,,,
110,137,1055,0,Does not describe exactly how to prevent malaria ,,,,
110,137,1056,0,Does not explain about malaria prevention ,,,,
110,137,1057,0,No mentions about prevention ,,,,
110,137,1058,0, No mentions about prevention ,,,,
111,141,1059,1,Describes how to prevent typhus ,,,,
111,141,1060,1,Explains steps to prevent typhus ,,,,
111,141,1061,0,Does not mention how to prevent typhus ,,,,
111,142,1062,1, Addresses steps to prevent typhus ,,,,
111,142,1063,0,Describes only treatment of typhus ,,,,
111,142,1064,0,Describes only about origin of typhus ,,,,
111,144,1065,1,Mentions various ways to prevent typhus ,,,,
111,144,1066,0,Describes only about symptoms of Typhus ,,,,
111,146,1067,1,Explains typhus preventions ,,,,
111,146,1068,1,Does not describe preventive measures ,,,,
112,147,1069,1,Describes to prevent cholera ,,,,
112,147,1070,1,Mentions various ways to prevent cholera ,,,,
112,148,1071,1,Describes methods to prevent Cholera ,,,,
112,148,1072,0,Explains how Cholera spreads ,,,,
112,148,1073,0,Does not explain preventive measures ,,,,
112,149,1074,0,Explains only about symptoms ,,,,
112,149,1075,0, Does not explain how to prevent Cholera ,,,,
112,149,1076,0,Explains only about spread of Cholera,,,,
112,65,1156,1,Addresses steps involved in Cholera prevention ,,,,
112,65,1157,1,Explains cholera prevention before it occurs  ,,,,
113,151,1077,1,Explains preventive measures of Ebola ,,,,
113,151,1078,1,Describes steps to prevent Ebola ,,,,
113,151,1079,1,Explains various steps to prevent Ebola ,,,,
113,152,1080,1,Describes Ebola prevention  ,,,,
113,153,1081,1,Addresses necessary steps to prevent Ebola ,,,,
113,153,1082,0,Does not explain prevention ,,,,
113,153,1083,0,Does not address any preventive measures ,,,,
113,153,1084,0, No mention about preventions,,,,
113,7,1162,0,Explains only about incubation period ,,,,
113,7,1163,0,Explains only how Ebola spreads  ,,,,
114,154,1085,1,Explain preventive measures ,,,,
114,154,1086,1,Describes preventive measures for travellers ,,,,
114,154,1087,0,Explains only about symptoms ,,,,
114,154,1088,0,Explain only about diagnosis ,,,,
114,155,1089,0,Does not explain about prevention ,,,,
114,155,1090,1,Explains preventive measures to avoid mosquito bite ,,,,
114,155,1091,0,Explains only about immunity to Malaria ,,,,
114,156,1092,1,Describes how to prevent Malaria ,,,,
114,156,1093,1,Explains steps to prevent Malaria ,,,,
114,156,1094,0,Describes only symptoms ,,,,
115,18,1095,1,Explains preventive measures ,,,,
115,18,1096,1,Describes preventive measures ,,,,
115,18,1097,0,Describes only incubation period of typhus ,,,,
115,242,1098,1,Explains preventive measures  ,,,,
115,242,1099,1,Explains steps to prevent typhus ,,,,
115,243,1100,0,Describes only about treatment ,,,,
115,243,1101,0,Explains only symptoms ,,,,
115,243,1102,0,Explains about the distribution of typhus across world ,,,,
115,131,1039,1,Explains prevention of typhus ,,,,
115,131,1040,0,Explains only about treatments ,,,,
116,244,1103,1,Explains preventive measures ,,,,
116,244,1104,1,Describes preventive steps ,,,,
116,244,1105,1,Addresses  steps to prevent Cholera ,,,,
116,246,1106,1,Mentions hoe to prevent Cholera ,,,,
116,246,1107,1,Addresses preventive measures ,,,,
116,247,1108,0,Explains only spread of cholera in Ghana ,,,,
116,247,1109,0,Addresses only symptoms ,,,,
116,247,1110,0,Describes how Cholera is spread ,,,,
116,249,1111,0,Explains only history of Cholera ,,,,
116,249,1112,0,Describes only history of Cholera ,,,,
117,251,1113,0,Explains about ebola patient only ,,,,
117,251,1114,0,Does not explain any preventive steps ,,,,
117,251,1115,1,Explains prevention and contamination of the patient ,,,,
117,252,1116,1,Addresses preventive steps for workers ,,,,
117,252,1117,1,Explains how to prevent ebola from ebola patient ,,,,
117,252,1118,1,Mentions various steps to prevent Ebola ,,,,
117,252,1119,1,Addresses steps to prevent Ebola for cleaning crews ,,,,
117,253,1120,0,Does not mention anything about prevention ,,,,
117,253,1121,0,Addresses only spread of Ebola ,,,,
117,253,1122,0,Does not explain prevention ,,,,
118,258,1123,1,Mentions steps to prevent Malaria ,,,,
118,258,1124,1,Explains how to prevent bites ,,,,
118,258,1125,1,Describes how to prevent bites ,,,,
118,258,1126,1,Addresses steps to prevent malaria ,,,,
118,259,1127,0,Does not mention anything about prevention ,,,,
118,259,1128,0,Does not explain preventive steps ,,,,
118,259,1129,0,No explanation about prevention ,,,,
118,262,1130,1,Explains malaria prevention ,,,,
118,262,1131,0,Does not explain prevention ,,,,
118,262,1132,0,No explation about malaria prevention ,,,,
119,264,1133,1,Describes how to prevent Typhus ,,,,
119,264,1134,0,Does not describe any prevention steps ,,,,
119,264,1135,0,Explains only about treatment ,,,,
119,264,1136,0,Explains only symptoms ,,,,
119,266,1137,1,Addresses prevention of typhus ,,,,
119,266,1138,0,Does not explain about prevention ,,,,
119,266,1139,0,Explains only about origin of typhus ,,,,
119,758,1140,1,Describes steps to prevent typhus ,,,,
119,759,1141,1,Explains measures to prevent typhus in HongKong ,,,,
119,759,1142,1,Explains preventive steps in HongKong ,,,,
120,269,1143,1,Mentions effective steps to prevent Cholera ,,,,
120,269,1144,1,Addressed steps in prevention ,,,,
120,269,1145,1,Mentions factors which do not prevent Cholera ,,,,
120,271,1146,1,Describes Cholera prevention ,,,,
120,271,1147,1,Describes foods to try and avoid to prevent Cholera ,,,,
120,273,1148,0,Gives only introduction to Cholera ,,,,
120,273,1149,0,Does not mention any preventive steps ,,,,
120,274,1150,0,Explains only causes of Cholera ,,,,
120,274,1151,0,Explains only about Cholera origin ,,,,
120,274,1152,0,Does not explain about prevention,,,,
21,278,202,1,talks about the discovery of ebola ,,,,
21,278,203,0,does not talk about first observation ,,,,
21,278,204,1,talks how the first human got ebola ,,,,
21,279,205,1,talks about first reported outbreaks of ebola ,,,,
21,279,206,1,talks about various initial reported outbreaks of ebola ,,,,
21,280,207,1,talks about first observations of Ebola-S ,,,,
21,280,208,0,does not talk about first observation ,,,,
22,281,209,1,talk about first ebola treatments and cause ,,,,
22,281,210,1,talk about treatment ,,,,
22,281,211,0,Talks about history not treatment ,,,,
22,282,212,1,talks all about treatment ,,,,
22,282,213,1,talks about drugs for treatment ,,,,
22,283,214,0,does not talk about treatment ,,,,
22,283,215,0,Talks about history not treatment ,,,,
22,284,216,1,talks about treatment ,,,,
22,285,217,0,talk only about symptoms ,,,,
22,286,218,0,talk only about history ,,,,
23,287,219,1,Addresses ebola latest treatment ,,,,
23,287,220,1,Addresses ebola latest treatment ,,,,
23,288,221,0,Does not Addresses ebola latest treatment ,,,,
23,289,222,1,Addresses ebola latest treatment ,,,,
23,290,223,0,Does not Addresses ebola latest treatment ,,,,
23,291,224,0,Does not Addresses ebola latest treatment ,,,,
23,291,225,0,Does not Addresses ebola latest treatment ,,,,
23,291,226,1,Addresses ebola latest treatment ,,,,
23,294,227,1,Addresses ebola latest treatment ,,,,
23,294,400,0,Addresses ebola latest treatment ,,,,
24,297,229,1,Talks about the first occurrence of Ebola ,,,,
24,298,230,1,Mentions when first outbreak occured ,,,,
24,298,231,0,Does not tell when Ebola outbreak occured ,,,,
24,298,232,1,Mentions the years when outbreak occured ,,,,
24,298,233,0,Mentions only about symptoms ,,,,
21,3,234,0,talks only about agents of ebola ,,,,
21,3,235,0,talk about symptoms of Ebola ,,,,
21,3,236,0,talk only about different types of ebola viruses ,,,,
24,304,237,1,Gives the year in which first Ebola outbreak occured ,,,,
24,304,238,1,Mentions when the First Ebola case found ,,,,
24,304,239,0,Does not mention when First Ebola was observed ,,,,
24,304,240,0,Mentions only type of Ebola viruses ,,,,
24,305,241,0,Gives information about ebola. ,,,,
25,306,242,1,Talks about the initial treatment procedure ,,,,
25,306,243,1,Talks about treatment in 1995 ,,,,
25,307,244,1,Gives information about the initial treatment ,,,,
25,307,245,1,Addresses treatment conducted in 1976 ,,,,
25,308,246,1,Describes the initial treatment ,,,,
25,309,247,0,Does not mention anything about initial treatments ,,,,
25,309,248,0,No mentions about initial treatment ,,,,
25,310,249,0, Does not talk about treatment ,,,,
25,310,250,0,Talks only about treatment ,,,,
25,310,251,0, talks only about ebola spreading ,,,,
26,318,252,1,talk about First observation ,,,,
26,318,253,1,talk about First observation ,,,,
26,319,254,1,talk about First observation ,,,,
26,319,255,1,talk about First observation ,,,,
