URLNO ,PNO,RFN,VAL
7,1787,4,antibiotic 
7,1787,4,Antipyretic therapy 
7,1787,4,The antibiotic 
7,1787,4,with antibiotics 
7,1787,4,Antibiotic treatment 
7,1787,4,Ideal antibiotic 
7,1787,4,Ciprofloxacin was the drug 
7,1787,4,Treatment 
7,1788,2,infection
7,1788,4,Empirical treatment 
7,1789,1,typhoid fever
7,1789,1,hepatitis
7,1789,2,death
7,1789,2,typhoid fever
7,1789,2,myocarditis
7,1789,2,pancreatitis
7,1789,2,infection
7,1789,2,cholecystitis
7,1789,2,fever
7,1789,2,hepatitis
7,1789,2,jaundice
7,1789,3,ECG
7,1789,4,IV 
7,1790,1,schistosomiasis
7,1790,2,infection
7,1790,3,cholecystectomy
227,1791,1,cholera
227,1791,2,excoriations
227,1792,1,cholera
228,1793,1,cholera
228,1793,2,diarrhea
229,1794,1,cholera
230,1795,1,cholera
230,1795,2,infection
7,1797,2,infection
7,1797,4,who wanted to remove her gallbladder as a possible cure 
7,1797,6,1907
7,1798,5,isolation
7,1800,2,fever
7,1800,2,infection
7,1800,6,One week after
13,1401,7,7–14 days 
13,1401,8,V. cholerae 
135,1402,1,malaria 
135,1402,2,flu-like symptoms 
135,1402,5,Consult with a travel clinic 
135,1402,4,start taking the medication 
135,1402,7,two weeks before 
143,1403,1,malaria 
143,1403,7,past year 
143,1403,8,mosquito 
143,1403,2,feverish 
150,1404,1,malaria 
150,1404,7,9 to 14 days  
150,1404,8,Plasmodium falciparum 
150,1404,7,12 to 18 days 
150,1404,8,P. vivax and P. ovale 
150,1404,7,18 to 40 days  
150,1404,8,P. malariae 
150,1404,7,11 to 12 days  
150,1404,8,P. knowlesi 
17,1405,1,Cholera 
17,1405,7,5 days 
195,1406,7,7 days 
195,1406,7,3 months 
195,1406,2,fever  
195,1406,1,malaria 
195,1406,8,parasites  
232,1408,1,malaria 
232,1408,7,1 to 3 weeks 
275,1409,7,2010
275,1409,1,malaria 
275,1409,8,malarial parasite 
335,1410,1,malaria 
335,1410,8,2-21 day 
335,1410,7,21 days 
340,1411,1,Ebola 
340,1411,7,21 days 
340,1411,8,Ebola virus 
340,1411,7,31-days 
342,1412,7,Ebola Virus 
342,1412,1,Ebola 
344,1413,1,Ebola 
344,1413,8,virus 
344,1413,7,21 days 
346,1414,1,Ebola 
346,1414,8,Ebola virus 
347,1415,1,ebola
347,1415,7,21 days 
347,1415,8,virus 
348,1416,1,ebola
348,1416,7,21 days 
348,1416,8,virus 
348,1416,5,vaccine 
349,1417,1,ebola
349,1417,7,21 days 
349,1417,7,October 16th 
349,1417,8,virus 
350,1418,1,Ebola 
350,1418,7,21 days 
350,1418,8,virus 
351,1419,1,malaria 
351,1419,7,10 days 
351,1419,7,four weeks 
351,1419,4,antimalarial drugs 
351,1419,7,weeks or months 
357,1421,7,12 to 18 days 
357,1421,7,10 days 
357,1421,8,P. vivax and P. ovale 
358,1422,1,malaria 
359,1423,1,malaria 
359,1423,8,mosquito 
360,1424,1,malaria 
360,1424,2,fever 
360,1424,2,sweating 
360,1424,2,fever 
361,1425,7,Malaria  
361,1425,2,sweating 
361,1425,2,allergic reactions 
361,1425,7,Malaria  
363,1426,5,medical interventions to prevent 
363,1426,5,providing public health care 
363,1426,5,ensuring that quarantined persons do not infect 
365,1427,1,cholera  
365,1427,7,few days 
365,1427,7,five days 
365,1428,1,cholera 
365,1428,7,1–5 days 
365,1428,7,3 days 
365,1429,1,Cholera 
365,1429,7,week after 
369,1430,1,cholera 
370,1431,1,Cholera 
370,1431,2,develop symptoms 
370,1431,7,1.4 days 
373,1432,1,typhoid and paratyphoid fever 
373,1432,7,8-14 days 
373,1432,7,three days to one month 
374,1433,7,7 to 21 days 
374,1433,8,bacteria 
374,1433,2,mild symptoms 
375,1434,8,bacteria 
376,1435,7,30 days 
376,1435,8,bacteria 
376,1435,2,significant symptoms 
377,1436,7,6–30 days 
377,1436,2,typhoid and paratyphoid 
377,1436,1,typhoid or paratyphoid fever 
377,1436,1,typhus 
377,1436,2,fever 
377,1437,1,typhoid 
377,1437,5,vaccine 
378,1439,7,four or five days 
378,1439,2,heart failure 
378,1439,2,pneumonia 
378,1439,2,osteomyelitis 
378,1439,2,encephalitis 
378,1439,2,meningitis 
378,1440,7,20th century 
378,1440,8,bacteria 
379,1441,1,Typhus fever 
379,1441,2,sustained fever 
379,1441,2,anorexia 
379,1441,2,lethargy 
379,1441,2,malaise 
380,1442,1,Ebola 
380,1442,8,Ebola virus 
380,1442,2,vomiting 
380,1442,2,diarrhoea 
380,1442,2,abdominal pain 
381,1443,7,21 days 
381,1443,6,October 14 2014 
381,1443,1,Ebola 
382,1444,1,Ebola 
382,1444,2,diarrhea  
382,1444,2,vomiting  
382,1444,2,bleeding 
383,1445,1,Ebola 
383,1445,8,virus 
383,1445,7,2 to 21 days 
383,1446,1,Ebola 
383,1446,8,virus 
383,1446,7,2 to 21 days 
384,1447,1,Ebola 
384,1447,7,20th century 
385,1448,6,May-14
385,1448,1,Ebola 
386,1449,1,Ebola 
386,1449,8,virus 
386,1449,7,2 to 21 days 
387,1450,1,Ebola 
387,1450,2,sneezing 
387,1450,2,runny nose and cough 
450,1451,1,malaria 
450,1451,7,15-18 days 
450,1451,7,12-17 days 
452,1452,8,parasites 
456,1453,7,few weeks 
456,1453,1,malaria 
459,1454,8,mosquito 
459,1454,1,malaria 
460,1455,8,mosquito 
460,1455,1,malaria 
462,1456,8,mosquito 
462,1456,1,malaria 
5,1457,2,fever 
5,1457,2,intense weakness 
5,1457,2,muscle pain 
5,1457,2,headache and sore throat 
5,1457,7,2 to 21 days 
5,1457,2,vomiting 
5,1457,2,diarrhoea 
5,1457,2,rash 
50,1458,1,Cholera 
50,1458,2,watery diarrhea 
50,1458,7,2 to 7 days 
6,1459,1,Ebola 
6,1459,2,Ebola virus 
6,1459,7,1976
96,1460,1,Cholera 
96,1460,7,3 million a year 
96,1460,7,1980s 
685,1501,1,Ebola
685,1501,7,Twenty-one days
685,1501,8,Ebola Virus
685,1502,1,Ebola
685,1502,7,21 day
685,1502,7,25 days
685,1502,7,30 days
685,1503,7,21 day
685,1503,7,25 days
685,1503,7,30 days
685,1503,2,exhibiting symptoms
686,1504,1,Ebola
686,1504,7,Twenty-one days 
686,1504,8,Ebola virus
686,1503,7,21 days
686,1506,1,Ebola
689,1507,2,Fever
689,1507,2,Headache Joint and muscle aches
689,1507,2,Diarrhea
689,1507,2,Vomiting
689,1507,2,Stomach pain
689,1508,1,Ebola
689,1508,8,virus
689,1508,4,antibodies
689,1508,1,Ebola
689,1509,1,Ebola
689,1509,1,symptoms of Ebola
689,1510,1,Ebola
690,1511,1,Ebola
691,1512,1,EVD
691,1512,7,21 days
692,1513,5,isolate the patient
692,1513,8,Deadly virus
692,1513,7,21 days Ebola
692,1513,8,Deadly virus
692,1514,7,21 days Ebola
692,1514,8,Deadly virus
692,1514,1,Ebola
693,1515,7,21 days Ebola
693,1515,1,Ebola
694,1516,1,Ebola virus disease
694,1516,1,EVD
694,1516,6,1976
694,1517,1,Ebola
694,1518,1,Ebola
694,1518,8,fruit bats
694,1518,8,virus
694,1519,1,Ebola
694,1519,2,fever
694,1519,2,muscle pain and a sore throat
694,1520,1,Ebola
694,1520,8,virus
695,1521,1,Malaria
695,1521,8,mosquito
695,1522,1,Malaria
695,1522,7,hours to months
695,1522,7,germ
697,1523,1,vivax malaria
697,1523,8,parasites
697,1523,8,mosquitoes
696,1524,1,Malaria
696,1524,8,parasite
696,1524,8,fetus
697,1525,8,mosquitoes
696,1525,1,Malaria
697,1525,7,few days
697,1526,8,mosquitoes
697,1526,1,Malaria
697,1528,8,mosquitoes
697,1528,1,Malaria
697,1528,1,parasite
697,1529,1,Malaria
697,1528,1,Malaria
696,1530,1,parasite
696,1530,7,few days
710,1531,1,Malaria
710,1531,1,Typhus
710,1532,1,typhus
713,1533,1,Typhus
713,1534,8,flea feces or animal droppings
713,1534,8,bacteria
714,1535,1,Typhus 
717,1536,1,Typhus
717,1536,2,fever
717,1536,2,chills
717,1536,2,headache
717,1536,2,muscle aches and malaise
718,1537,1,Typhus
718,1538,7,many years
718,1538,2,symptoms
718,1539,1,Typhus
718,1539,4,tetracycline antibiotics
718,1539,5,doxycycline
718,1539,3,laboratory tests
718,1540,3,Laboratories 
719,1541,1,Ebola
719,1541,7,21 days
719,1542,7,21 days
719,1543,1,Ebola
719,1543,7,21 days
719,1543,1,three weeks
719,1544,1,Ebola
719,1544,7,21 days
719,1544,8,Ebola virus
719,1545,1,Ebola
719,1545,7,21 days
719,1545,6,1976
720,1546,8,Ebola virus
720,1546,1,Ebola
720,1547,1,Ebola
720,1548,8,virus
720,1549,1,Ebola
720,1549,8,virus
720,1550,1,Ebola
720,1549,8,virus
738,1550,1,Ebola
738,1551,1,Ebola
738,1551,7,21-day
738,1552,1,Ebola
738,1552,1,21-day
738,1553,1,Ebola
738,1553,7,21-day
738,1553,6,1976
738,1554,1,Ebola
738,1554,7,21-day
738,1554,8,virus
738,1555,1,Ebola
738,1555,7,21-day
738,1555,6,1976
738,1556,1,Ebola
738,1557,1,Ebola
739,1558,1,Ebola
739,1558,8,infected person’s bodily fluids
739,1559,1,Ebola
739,1560,1,Ebola
740,1561,1,Ebola
740,1561,7,21-day
740,1562,1,Ebola
740,1562,7,21-day
740,1562,8,virus
741,1563,1,Ebola
741,1563,7,21-day
741,1564,1,Ebola
741,1564,7,21-day
741,1564,8,virus
741,1565,1,Ebola
741,1565,7,Twenty-One-day
741,1565,8,virus
742,1566,1,Ebola
742,1566,6,2014
742,1567,1,Ebola
742,1567,1,Viral Hemorrhagic Fever
742,1568,1,Ebola
743,1569,6,1976
743,1569,1,Ebola
743,1570,1,Ebola
744,1571,7,21-day
744,1571,8,virus
744,1571,1,Ebola
745,1572,8,virus
745,1572,1,Ebola
745,1572,7,Two to 21 days
745,1573,7,21-day
745,1573,8,virus
745,1573,7,22nd day
745,1574,1,Ebola
745,1575,7,21-days
746,1576,1,Ebola
747,1577,1,Ebola
747,1578,1,Ebola
748,1579,8,virus
748,1579,1,Ebola
748,1580,8,virus
748,1580,1,Ebola
6,1581,6,2-21days
6,1581,1,ebola
6,1581,5,incubation
6,1582,8,Ebola virus 
6,1582,6,21 days
6,1582,6,3.35 days
6,1582,6,11.4 days
6,1582,6,12.7 days
6,1582,6,1976
6,1583,6,21 day
6,1583,5,quarantine
6,1583,1,ebola
6,1583,8,ebola virus
749,1584,6,21-day
749,1584,1,ebola
749,1584,5,quarantine
750,1585,6,21-day quarantines
750,1585,1,ebola
751,1586,5,quarantine
751,1586,1,ebola
751,1587,1,ebola
751,1588,1,Ebola
751,1588,6,two days
752,1589,1,ebola
752,1590,1,Ebola
340,1591,1,ebola
340,1591,6,21 day quarantine
340,1592,6,21 days
340,1592,1,ebola
755,1593,5,incubation
755,1593,6,21-day 
755,1593,1,ebola
756,1594,6,21-day incubation period
756,1594,7,first
756,1594,1,ebola
741,1595,6,21-day quarantine period
741,1595,1,ebola
753,1596,1,ebola
754,1597,1,ebola
757,1598,8,virus
757,1599,1,Ebola
757,1600,1,ebola
13,1461,1,cholera 
13,1461,2,infection 
13,1462,1,cholera 
13,1463,2,infection 
13,1463,6,14 days after 
13,1464,2,dehydration 
13,1464,2,death 
13,1465,2,death 
13,1465,8,hiv 
18,1466,7,period 
18,1466,6,10-14 days 
18,1466,7,after  
18,1466,2,symptoms  
18,1466,7,around 
18,1466,6,2 weeks 
18,1467,2,rash 
18,1467,2,petechiae 
18,1467,2,delirium 
18,1467,2,stupor 
18,1467,2,hypotension 
18,1467,2,shock 
18,1467,2,death 
18,1467,2,Purpura  
21,1468,1,typhus  
21,1468,8,Rickettsia prowazekii 
21,1468,8,louse 
21,1468,7,incubation period 
21,1468,6,1 to 2 weeks 
21,1469,1,Typhus  
21,1469,6,1969
261,1470,1,typhus  
261,1470,6,12 days 
261,1470,2,fever 
261,1470,2,chills 
261,1470,2,headache 
336,1471,6,1 week to several weeks 
336,1471,6,months 
454,1472,7,incubation period 
454,1472,6,6 to 16 days 
454,1472,6,12 days 
454,1472,2,fever 
454,1472,2,chills 
454,1472,2,headache 
454,1472,2,rash 
454,1473,6,Nov-14
454,1473,1,typhus 
455,1474,4,convalescent serum 
455,1474,6,2 or more weeks 
455,1474,7,after  
455,1474,1,infection 
465,1475,1,malaria 
465,1475,2,drugs 
465,1475,2,infection 
466,1476,1,malaria 
466,1476,2,isolation 
467,1477,1,malaria 
467,1477,6,3 years after 
467,1477,6,12 months after 
468,1478,3,test 
469,1479,1,malaria 
469,1479,3,PCR 
469,1479,3,polymerase chain reaction 
470,1480,1,malaria 
470,1480,2,infection 
470,1480,4,arrival presumptive treatment  
470,1480,3,testing for Plasmodiumt  
470,1481,1,malaria 
470,1481,2,hemolytic anemia 
470,1481,2,death 
470,1481,2,infection 
470,1481,2,anemia 
470,1481,3,testing 
470,1481,4,relapse therapy  
470,1481,4,presumptive therapy  
470,1482,1,malaria 
470,1482,2,infection 
470,1482,3,blood transfusion 
470,1483,1,malaria 
470,1483,2,infection 
470,1484,6,1957
471,1485,1,cholera 
471,1485,1,plague 
471,1485,2,excitement 
471,1485,6,next day 
471,1485,6,twenty days after 
471,1485,7,in(quarantine for twenty days after) 
472,1486,1,cholera 
472,1486,1,yellow fever 
472,1486,1,plague 
472,1486,2,death 
472,1486,2,fever 
472,1486,2,impotence 
472,1486,5,quarantine  
472,1486,6,1835
473,1487,1,cholera 
473,1487,6,1893
473,1487,7,in(1893) 
474,1488,1,cholera 
474,1488,2,infection 
474,1488,6,1797
474,1488,7,in(1797) 
475,1489,1,cholera 
475,1489,2,death 
475,1489,5,Isolation  
476,1490,6,21 days 
476,1490,7,in the last 
476,1491,7,after 
477,1492,1,Ebola 
477,1492,6,21-days 
477,1493,1,yellow fever 
477,1493,5,power of quarantine 
477,1493,6,1799;1878;1944 
477,1493,7,over then next 
477,1494,5,potentially sick people isolation 
477,1494,6,14th century; 40 days 
478,1495,1,Ebola 
478,1495,6,21 days 
478,1495,5,voluntary isolation 
478,1496,6,21 days; three hours; twice-daily 
478,1496,7,during the 
478,1497,1,H1N1 flu  
478,1497,8,H1N1 flu virus 
478,1497,6,2009
479,1498,6,21 days 
479,1499,1,Ebola 
71,1500,2,rash  
71,1500,1,typhus  
71,1500,3,bleeding 
161,201,7,21-Dec
161,201,7,October 29 2014 
161,201,7,1976
161,201,1,Ebola  
278,202,1,ebola 
278,202,8,virus 
278,202,8,RNA viruses 
278,202,8,Filoviridae 
278,202,6,1976
278,202,1,ebola 
278,202,8,virus 
278,202,8,RNA viruses 
278,202,8,Filoviridae 
278,202,6,1976
278,203,8,airborne particles 
278,203,3,research lab 
278,203,1,ebola 
278,203,7,2-21 days 
278,203,2,no symptoms 
278,203,8,airborne particles 
278,203,3,research lab 
278,203,1,ebola 
278,203,7,2-21 days 
278,203,2,no symptoms 
278,204,8,virus 
278,204,8,animal 
278,204,7,latter stages 
278,204,5,The Centers for Disease Control and Prevention 
278,204,5,CDC 
278,204,8,Category â€œAâ€? agent 
278,204,8,virus 
278,204,8,animal 
278,204,7,latter stages 
278,204,5,The Centers for Disease Control and Prevention 
278,204,5,CDC 
278,204,8,Category â€œAâ€? agent 
279,205,8,Ebola virus 
279,205,7,40 years ago 
279,205,6,1976
279,205,8,Ebola virus 
279,205,7,40 years ago 
279,205,6,1976
279,206,6,1976
279,206,5,CDC 
279,206,6,1995
279,206,1,ebola 
279,206,6,1976
279,206,5,CDC 
279,206,6,1995
279,206,1,ebola 
280,207,8,Virus 
280,207,1,Ebola 
280,207,1,EBO-S 
280,207,6,June 27  1976 
280,207,1,hemorrhagic febrile 
280,207,1,Ebola hemorrhagic fever 
280,207,1,EHF 
280,207,6,July 6  1976 
280,207,6,14-Jul
280,207,8,Virus 
280,207,1,Ebola 
280,207,1,EBO-S 
280,207,6,June 27  1976 
280,207,1,hemorrhagic febrile 
280,207,1,Ebola hemorrhagic fever 
280,207,1,EHF 
280,207,6,July 6  1976 
280,207,6,14-Jul
280,208,6,Jul-12
280,208,8,Ebola virus 
280,208,1,Ebola 
280,208,6,2000
280,208,4,national emergency task force 
280,208,4,World Health Organisation 
280,208,5,U.S. Centers for Disease Control and Prevention 
280,208,6,Jul-12
280,208,8,Ebola virus 
280,208,1,Ebola 
280,208,6,2000
280,208,4,national emergency task force 
280,208,4,World Health Organisation 
280,208,5,U.S. Centers for Disease Control and Prevention 
281,209,8,Filoviridae 
281,209,8,Marburg virus 
281,209,6,1967
281,209,8,green monkeys 
281,209,3,research and vaccine production 
281,209,8,Filoviridae 
281,209,8,Marburg virus 
281,209,6,1967
281,209,8,green monkeys 
281,209,3,research and vaccine production 
281,210,8,monkeys 
281,210,8,virus 
281,210,5,Quarantine procedures 
281,210,8,Marburg virus 
281,210,8,monkeys 
281,210,8,virus 
281,210,5,Quarantine procedures 
281,210,8,Marburg virus 
281,211,8,Marburg virus 
281,211,1,Ebola 
281,211,8,Virus 
281,211,8,Marburg virus 
281,211,1,Ebola 
281,211,8,Virus 
282,212,4,ZMapp 
282,212,4,experimental treatment 
282,212,1,ebola 
282,212,4,treatment 
282,212,4,three monoclonal antibodies 
282,212,4,cure 
282,212,8,monkeys 
282,212,8,ebola virus 
282,212,4,ZMapp 
282,212,4,experimental treatment 
282,212,1,ebola 
282,212,4,treatment 
282,212,4,three monoclonal antibodies 
282,212,4,cure 
282,212,8,monkeys 
282,212,8,ebola virus 
282,213,4,Brincidofovir 
282,213,4,oral drug 
282,213,3,Phase 3 clinical testing 
282,213,4,side effects 
282,213,4,National Institutes of Health 
282,213,4,Brincidofovir 
282,213,4,oral drug 
282,213,3,Phase 3 clinical testing 
282,213,4,side effects 
282,213,4,National Institutes of Health 
283,214,1,Ebola hemorrhagic fever 
283,214,8,Ebola virus 
283,214,2,internal and external hemorrhage 
283,214,2,bleeding 
283,214,1,Ebola 
283,214,1,Ebola hemorrhagic fever 
283,214,8,Ebola virus 
283,214,2,internal and external hemorrhage 
283,214,2,bleeding 
283,214,1,Ebola 
283,215,1,Ebola hemorrhagic fever 
283,215,6,1976
283,215,8,virus 
283,215,1,Ebola 
283,215,1,Ebola hemorrhagic fever 
283,215,6,1976
283,215,8,virus 
283,215,1,Ebola 
284,216,8,needles 
284,216,5,CDC 
284,216,8,needles 
284,216,5,CDC 
285,217,2,sudden fever 
285,217,2,intense weakness 
285,217,1,ebola 
285,217,2,internal and external bleeding 
285,217,2,sudden fever 
285,217,2,intense weakness 
285,217,1,ebola 
285,217,2,internal and external bleeding 
286,218,1,ebola 
286,218,1,ebola 
287,219,4,ZMapp 
287,219,4,treatment 
287,219,4,anti-Ebola antibody 
287,219,4,mice 
287,219,4,ZMapp 
287,219,4,treatment 
287,219,4,anti-Ebola antibody 
287,219,4,mice 
287,220,4,mouse antibody 
287,220,4,human antibody 
287,220,4,stopping Ebola replication 
287,220,1,ebola 
287,220,4,chimeric antibodies 
287,220,8,rhesus macaque monkeys 
287,220,4,mouse antibody 
287,220,4,human antibody 
287,220,4,stopping Ebola replication 
287,220,1,ebola 
287,220,4,chimeric antibodies 
287,220,8,rhesus macaque monkeys 
288,221,5,vaccines 
288,221,5,vaccines 
289,222,1,Ebola hemorrhagic fever 
289,222,1,Ebola hemorrhagic fever 
290,223,5,ChAd3-ZEBOV 
290,223,5,rVSV-ZEBOV 
290,223,4,Phase I clinical trials 
290,223,4,GlaxoSmithKline 
290,223,5,ChAd3-ZEBOV 
290,223,5,rVSV-ZEBOV 
290,223,4,Phase I clinical trials 
290,223,4,GlaxoSmithKline 
291,224,1,ebola 
291,224,8,virus 
291,224,1,ebola 
291,224,8,virus 
291,225,1,ebola 
291,225,1,ebola 
291,226,1,ebola 
291,226,4,Test results were negative 
291,226,4,alternative diagnosis 
291,226,1,ebola 
291,226,4,Test results were negative 
291,226,4,alternative diagnosis 
294,227,7,latest Ebola occurrence 
294,227,7,three weeks ago 
294,227,6,last Friday 
294,227,5,hemorrhaging 
294,227,7,latest Ebola occurrence 
294,227,7,three weeks ago 
294,227,6,last Friday 
294,227,5,hemorrhaging 
294,228,8,virus 
294,228,1,Ebola 
294,228,8,virus 
294,228,1,Ebola 
297,229,1,Ebola 
297,229,6,1976
297,229,6,1989
297,229,6,1994
297,229,7,few months 
297,229,8,chimpanzee  
298,230,8,Ebola virus 
298,230,6,1996
298,230,6,2001-2002 
298,230,6,2003
298,230,8,pathogenic virus 
298,231,1,Ebola 
298,231,7,1989
298,231,3,testing facilities 
298,232,1,Ebola 
298,232,6,1976
298,232,6,2003
298,232,6,Ebola virus 
298,233,1,Ebola 
298,233,1,flu-like symptoms 
298,233,2,diarrhea 
298,233,2,headache 
298,233,2,achy muscle 
3,234,8,bushmeat 
3,234,1,ebola 
3,234,8,wild animal 
3,234,8,fruit bat 
3,234,8,EBOV 
3,234,8,monkey species 
3,234,8,chimpanzees 
3,234,8,gorillas 
3,234,8,baboons 
3,234,8,duikers 
3,234,8,bushmeat 
3,234,1,ebola 
3,234,8,wild animal 
3,234,8,fruit bat 
3,234,8,EBOV 
3,234,8,monkey species 
3,234,8,chimpanzees 
3,234,8,gorillas 
3,234,8,baboons 
3,234,8,duikers 
3,235,3,Laboratory testing 
3,235,1,EVD 
3,235,2,low platelet count 
3,235,2,increased white blood cell count 
3,235,2,abnormalities in blood clotting 
3,235,2,prolonged prothrombin time 
3,235,3,electron microscopy 
3,235,1,ebola 
3,235,3,Laboratory testing 
3,235,1,EVD 
3,235,2,low platelet count 
3,235,2,increased white blood cell count 
3,235,2,abnormalities in blood clotting 
3,235,2,prolonged prothrombin time 
3,235,3,electron microscopy 
3,235,1,ebola 
3,236,8,genus Ebolavirus 
3,236,1,Ebola 
3,236,8,Bundibugyo virus 
3,236,8,BDBV 
3,236,8,Sudan virus 
3,236,8,SUDV 
3,236,8,TaÃ¯ Forest virus 
3,236,8,TAFV 
3,236,8,Ebola virus 
3,236,8,EBOV 
3,236,8,Zaire Ebola virus 
3,236,8,Reston virus 
3,236,8,RESTV 
3,236,8,genus Ebolavirus 
3,236,1,Ebola 
3,236,8,Bundibugyo virus 
3,236,8,BDBV 
3,236,8,Sudan virus 
3,236,8,SUDV 
3,236,8,TaÃ¯ Forest virus 
3,236,8,TAFV 
3,236,8,Ebola virus 
3,236,8,EBOV 
3,236,8,Zaire Ebola virus 
3,236,8,Reston virus 
3,236,8,RESTV 
304,237,1,Ebola 
304,237,6,1976
304,237,8,virus 
304,238,6,1976
304,238,1,Ebola 
304,238,8,Ebola Virus 
304,239,2,fever 
304,239,8,Ebola virus 
304,239,1,Ebola 
304,240,1,Ebola 
304,240,8,Ebola virus 
304,240,8,Ebola-Ivory Coast 
304,240,8,Ebola-Sudan 
304,240,8,Ebola-Zaire 
305,241,1,Ebola 
305,241,8,Ebola virus 
306,242,6,22-Jun-95
306,242,2,consciousness 
306,242,1,Ebola 
306,243,1,Ebola 
306,243,2,consciousness 
306,243,6,22-Jun-95
307,244,1,Ebola 
307,244,6,1999
307,244,6,1996
307,244,3,blood transfusion 
307,245,1,Ebola 
307,245,6,1976
307,245,8,pig 
308,246,1,Ebola 
308,246,4,Ebola treatment tried 
308,246,6,1976
309,247,1,Ebola 
309,247,8,Virus 
309,247,4,developing treatments 
309,248,1,Ebola 
310,249,1,Ebola 
310,249,8,Ebola virus 
310,250,1,Ebola 
310,250,2,joint and muscle pain 
310,250,2,fever 
310,250,2,headache 
310,250,2,sore throat 
310,251,8,infected person 
310,251,1,Ebola 
310,251,1,virus 
318,252,1,ebola 
318,252,6,1976
318,252,1,ebola 
318,252,6,1976
318,253,1,ebola 
318,253,6,1976
318,253,1,ebola 
318,253,6,1976
319,254,1,ebola 
319,254,6,1976
319,254,4,WHO 
319,254,8,virus 
319,254,1,ebola 
319,254,6,1976
319,254,4,WHO 
319,254,8,virus 
319,255,1,ebola 
319,255,2,weakness 
319,255,2,muscle pain 
319,255,2,headaches 
320,256,1,ebola 
320,256,6,1976
321,257,1,ebola 
321,257,6,2014
321,257,4,WHO 
321,258,1,ebola 
321,258,6,1976
321,258,8,virus 
321,258,2,dying 
322,259,1,ebola 
322,259,8,virus 
322,261,1,ebola 
322,261,4,vaccines 
325,262,1,ebola 
325,262,8,virus 
325,263,2,symptoms 
325,263,1,ebola 
325,263,8,virus 
325,263,2,flu-like symptoms
326,264,8,virus 
326,264,2,flu-like symptoms  
338,271,5,Vaccine Development  
338,271,6,few months 
338,271,5,dose-response phase 1 
338,272,5,scientists will begin testing three possible treatments 
338,272,1,Ebola 
338,272,4,antibodies 
338,272,8,virus 
339,273,1,Ebola 
339,273,3,Laboratory in Winnipeg 
339,273,5,second vaccine 
339,273,8,virus 
339,274,1,Ebola 
339,274,3,laboratory 
339,274,5,vaccine 
339,275,1,Ebola 
339,275,8,disease-causing agent 
339,275,3,laboratory 
339,275,5,vaccine 
341,276,4,drug 
341,276,5,Ebola virus 
341,276,1,Ebola 
341,276,4,Replacing lost blood 
341,276,4,antiviral medications 
341,276,4,Maintaining blood pressure 
341,276,8,virus 
342,277,5,Providing fluids 
345,278,1,Ebola 
345,278,8,virus 
345,279,1,Ebola 
345,279,7,three weeks 
345,280,8,Fruit bats 
345,280,8,chimpanzee 
345,280,8,gorilla 
345,280,8,monkeys 
345,280,1,Ebola 
352,281,6,1-Sep
352,281,6,24-Oct-76
352,281,8,viral  
352,281,2,fever 
352,282,6,1-Sep-76
352,282,7,five days after 
352,282,1,Ebola 
352,282,8,fever 
352,282,8,malaria symptoms 
352,283,1,Ebola 
352,283,8,Marburg virus 
352,283,8,Ebola virus 
352,283,7,eighth day 
353,286,1,Ebola 
353,286,8,Zaire virus 
353,286,6,1976
353,287,6,1976
353,287,6,2000
353,287,6,1995
353,287,8,Ebola virus 
353,287,1,Ebola virus disease 
353,288,8,Ebola virus 
353,288,1,Ebola 
353,288,8,infected animal 
354,289,1,Ebola 
354,289,6,1976
354,290,6,1665
354,290,6,2012
355,291,1,Ebola 
355,291,8,virus 
355,292,1,Ebola 
355,292,8,virus 
362,293,1,Ebola 
362,293,1,TKM-Ebola 
362,293,5,vaccine  
362,293,4,three drugs 
362,293,4,fourth dru 
362,294,4,Ebola treatments 
362,294,5,vaccine 
362,294,3,first safety tests 
362,294,3,field testing in Liberia 
362,295,1,Sudan Ebola 
362,295,1,Zaire Ebola 
362,295,8,chimp 
362,295,8,cold virus 
364,296,1,Ebola 
364,296,8,virus 
364,296,4,experimental treatments 
364,297,1,Ebola 
364,297,4,lack of existing treatments 
364,297,4,experimental drugs 
364,297,4,treatments like zMapp 
366,298,1,Ebola 
366,298,8,virus 
366,299,1,Ebola 
367,300,1,Ebola 
367,300,8,virus 
367,300,8,bats 
367,300,8,insect 
367,300,6,December 6  2013 
367,300,2,diarrhea 
367,300,2,fever 
367,301,1,Ebola 
367,301,2,diarrhea 
367,302,1,Ebola 
368,303,1,Ebola haemorrhagic fever 
368,303,1,EVD 
368,303,6,1976
368,303,6,1979
368,303,6,1994
368,303,8,virus of the filovirusg 
368,304,1,Ebola 
368,304,7,During 2014 
368,305,1,Ebola 
368,305,2,fatal illness 
368,306,7,2 to 21 days 
368,306,2,headache 
368,306,2,muscle and joint pain 
368,306,2,headache 
368,306,2,sore throat 
371,307,1,Ebola 
371,307,8,virus 
371,307,6,1976
371,308,5,disease Control and Prevention 
371,308,1,Ebola 
371,308,8,virus 
371,308,6,1976
371,309,1,Ebola 
371,309,8,virus 
371,310,1,Ebola 
371,310,7,8-10 days 
371,310,7,21 days 
372,311,1,Ebola 
372,311,6,1976
372,311,8,virus 
372,311,8,chimps 
372,311,8,Gorillas 
423,350,1,Ebola 
423,350,5,No specific treatment 
423,350,5,vaccine 
423,350,5,treating them 
423,351,1,Ebola 
